name	strain_name	ST	Revised_Source_Niche	Revised_Source_Type	Intestinal_or_Extraintestinal	Collection_Year	Collection	State	Biosample number	Assembly accession	SRA Accession	Bio Project ID	IncF_RST	cgMLST cluster (40 allelic distance)	PopPunk Cluster (Clusters merged by PopPunk are separated by underscores)																																																				
AUSMDU00006610	AUSMDU00006610	7022	Human	Human	Intestinal	2017	MDU	VIC	SAMN20033079	NA	SRR15116101	PRJNA529744	F36!/F31!:A1?:B68*	Unclustered (Singleton)	1616																																																				
AUSMDU00006614	AUSMDU00006614	457	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN31262642	NA	SRR21883717	PRJNA857526	F2:A-:B-	Unclustered (Singleton)	75_529_1051																																																				
AUSMDU00006616	AUSMDU00006616	156	Human	Human	Intestinal	2017	MDU	VIC	SAMN20033080	NA	SRR15116090	PRJNA529744	F36:A-:B32	675	69																																																				
AUSMDU00007297	AUSMDU00007297	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN41063937	NA	SRR28785965	PRJNA857526	F1:A2:B20	46	4																																																				
AUSMDU00007300	AUSMDU00007300	127	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN41063938	NA	SRR28785909	PRJNA857526	F1:A1:B1	Unclustered (Singleton)	22																																																				
AUSMDU00007302	AUSMDU00007302	156	Human	Human	Intestinal	2017	MDU	VIC	SAMN41063939	NA	SRR28786263	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	69																																																				
AUSMDU00007305	AUSMDU00007305	38	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768692	NA	SRR10127039	PRJNA565795	F1:A2:B20	92	20_785																																																				
AUSMDU00007306	AUSMDU00007306	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768693	NA	SRR10127038	PRJNA565795	F1:A2:B20	80	4																																																				
AUSMDU00007334	AUSMDU00007334	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768694	NA	SRR10127037	PRJNA565795	F1:A2:B20	565	4																																																				
AUSMDU00007336	AUSMDU00007336	963	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768695	NA	SRR10127036	PRJNA565795	F29:A-:B10	62	136																																																				
AUSMDU00007338	AUSMDU00007338	410	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768696	NA	SRR10127035	PRJNA565795	F36!/F31!:A4:B1	300	12																																																				
AUSMDU00007342	AUSMDU00007342	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768646	NA	SRR10126824	PRJNA565795	F1:A2:B20	468	4																																																				
AUSMDU00007343	AUSMDU00007343	405	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN41063940	NA	SRR28786252	PRJNA857526	F36!/F31!:A-:B10	602	24																																																				
AUSMDU00007347	AUSMDU00007347	44	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768697	NA	SRR10127034	PRJNA565795	F36!/F31!:A4:B1	307	223																																																				
AUSMDU00007379	AUSMDU00007379	410	Human	Human	Intestinal	2017	MDU	VIC	SAMN20033088	NA	SRR15116325	PRJNA514245	F44!/F44!:A4:B1	Unclustered (Singleton)	12																																																				
AUSMDU00007415	AUSMDU00007415	1193	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768699	NA	SRR10127032	PRJNA565795	F-:A1:B10	730	15																																																				
AUSMDU00007416	AUSMDU00007416	2659	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768700	NA	SRR10127030	PRJNA565795	F36!/F31!:A4:B1	Unclustered (Singleton)	1060																																																				
AUSMDU00007417	AUSMDU00007417	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768701	NA	SRR10127029	PRJNA565795	F36!/F31!:A4:B1	17	4																																																				
AUSMDU00007430	AUSMDU00007430	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768702	NA	SRR10127028	PRJNA565795	F1:A2:B20	677	4																																																				
AUSMDU00007431	AUSMDU00007431	963	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN31262649	NA	SRR21883709	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	136																																																				
AUSMDU00007438	AUSMDU00007438	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768647	NA	SRR10126823	PRJNA565795	F1:A2:B-	161	4																																																				
AUSMDU00007440	AUSMDU00007440	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768648	NA	SRR10126822	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00007442	AUSMDU00007442	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768703	NA	SRR10127027	PRJNA565795	F29:A-:B10	556	25																																																				
AUSMDU00007444	AUSMDU00007444	963	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768704	NA	SRR10127026	PRJNA565795	F29:A-:B10	62	136																																																				
AUSMDU00007445	AUSMDU00007445	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768649	NA	SRR10126821	PRJNA565795	F2!/F1!:A2:B20	161	4																																																				
AUSMDU00007449	AUSMDU00007449	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768706	NA	SRR10127024	PRJNA565795	F29:A-:B10	175	25																																																				
AUSMDU00007450	AUSMDU00007450	963	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768707	NA	SRR10127023	PRJNA565795	F29:A-:B10	62	136																																																				
AUSMDU00007451	AUSMDU00007451	69	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768708	NA	SRR10127022	PRJNA565795	F36!/F31!:A4:B1	1175	10																																																				
AUSMDU00007474	AUSMDU00007474	88	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN31262650	NA	SRR21883708	PRJNA857526	F34/C4:A-:B-	Unclustered (Singleton)	12																																																				
AUSMDU00007515	AUSMDU00007515	410	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768714	NA	SRR10127015	PRJNA565795	F36!/F31!:A4:B1	30	12																																																				
AUSMDU00007517	AUSMDU00007517	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768716	NA	SRR10127013	PRJNA565795	F31:A4:B1	Unclustered (Singleton)	4																																																				
AUSMDU00007518	AUSMDU00007518	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768651	NA	SRR10126818	PRJNA565795	F40!/F29!:A-:B10	16	25																																																				
AUSMDU00007520	AUSMDU00007520	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768717	NA	SRR10127012	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00007522	AUSMDU00007522	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768652	NA	SRR10126817	PRJNA565795	F1:A1:B16	289	4																																																				
AUSMDU00007523	AUSMDU00007523	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768653	NA	SRR10126816	PRJNA565795	F1:A1:B16	289	4																																																				
AUSMDU00007524	AUSMDU00007524	10	Human	Human	Unknown	2017	MDU	VIC	SAMN12768718	NA	SRR10127011	PRJNA565795	F36!/F31!:A4:B1	293	5_1020_1036_1160																																																				
AUSMDU00007525	AUSMDU00007525	38	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN41063941	NA	SRR28786145	PRJNA857526	F51!/F10!:A-:B10	Unclustered (Singleton)	20_785																																																				
AUSMDU00007564	AUSMDU00007564	410	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768710	NA	SRR10127019	PRJNA565795	F36!/F31!:A4:B1	Unclustered (Singleton)	12																																																				
AUSMDU00007566	AUSMDU00007566	450	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768711	NA	SRR10127018	PRJNA565795	F35!/F1!:A2:B20	382	70_572_880_1404																																																				
AUSMDU00007567	AUSMDU00007567	73	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768712	NA	SRR10127017	PRJNA565795	F2:A-:B-	Unclustered (Singleton)	8																																																				
AUSMDU00007569	AUSMDU00007569	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768713	NA	SRR10127016	PRJNA565795	F35!/F1!:A2:B20	46	4																																																				
AUSMDU00007848	AUSMDU00007848	38	Human	Human	Unknown	2017	MDU	VIC	SAMN12768719	NA	SRR10127010	PRJNA565795	F36!/F31!:A4:B1	Unclustered (Singleton)	20_785																																																				
AUSMDU00007849	AUSMDU00007849	38	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768720	NA	SRR10127008	PRJNA565795	F-:A-:B1	314	20_785																																																				
AUSMDU00007850	AUSMDU00007850	393	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768721	NA	SRR10127007	PRJNA565795	F36!/F31!:A4:B1	103	40																																																				
AUSMDU00007851	AUSMDU00007851	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768722	NA	SRR10127006	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00007854	AUSMDU00007854	1193	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768724	NA	SRR10127004	PRJNA565795	F-:A1:B20	20	15																																																				
AUSMDU00007855	AUSMDU00007855	38	Human	Human	Unknown	2017	MDU	VIC	SAMN12768725	NA	SRR10127003	PRJNA565795	F-:A-:B-	Unclustered (Singleton)	20_785																																																				
AUSMDU00007857	AUSMDU00007857	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768726	NA	SRR10127002	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00007858	AUSMDU00007858	2852	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768727	NA	SRR10127001	PRJNA565795	F-:A-:B-	Unclustered (Singleton)	18																																																				
AUSMDU00007859	AUSMDU00007859	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768728	NA	SRR10127000	PRJNA565795	F1:A2:B20	Unclustered (Singleton)	4																																																				
AUSMDU00007860	AUSMDU00007860	38	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768729	NA	SRR10126971	PRJNA565795	F36!/F31!:A4:B10	228	20_785																																																				
AUSMDU00007863	AUSMDU00007863	315	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768730	NA	SRR10126969	PRJNA565795	F1:A-:B23	303	20_785																																																				
AUSMDU00007865	AUSMDU00007865	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768731	NA	SRR10126968	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00007866	AUSMDU00007866	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768732	NA	SRR10126967	PRJNA565795	F36!/F31!:A4:B1	364	4																																																				
AUSMDU00007867	AUSMDU00007867	10	Human	Human	Unknown	2017	MDU	VIC	SAMN12768733	NA	SRR10126966	PRJNA565795	F98!/F95!:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00007868	AUSMDU00007868	69	Human	Human	Unknown	2017	MDU	VIC	SAMN12768734	NA	SRR10126965	PRJNA565795	F36!/F1!:A1:B66	Unclustered (Singleton)	10																																																				
AUSMDU00007870	AUSMDU00007870	10	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN41063942	NA	SRR28786139	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00007976	AUSMDU00007976	156	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN20033090	NA	SRR15116303	PRJNA529744	F36:A-:B32	675	69																																																				
AUSMDU00007999	AUSMDU00007999	38	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768739	NA	SRR10126960	PRJNA565795	F36!/F31!:A4:B1	150	20_785																																																				
AUSMDU00008000	AUSMDU00008000	457	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768740	NA	SRR10126958	PRJNA565795	C4:A-:B1	2433	75_529_1051																																																				
AUSMDU00008001	AUSMDU00008001	963	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768654	NA	SRR10126815	PRJNA565795	F29:A-:B10	659	136																																																				
AUSMDU00008004	AUSMDU00008004	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768741	NA	SRR10126957	PRJNA565795	F24!/F2!:A-:B1	1357	4																																																				
AUSMDU00008013	AUSMDU00008013	617	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN31262652	NA	SRR21883706	PRJNA857526	F36!/F31!:A24:B1	178	60																																																				
AUSMDU00008202	AUSMDU00008202	450	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768785	NA	SRR10126852	PRJNA565795	F29!/F1!:A2:B45	382	70_572_880_1404																																																				
AUSMDU00008204	AUSMDU00008204	162	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768789	NA	SRR10126848	PRJNA565795	F2:A-:B54	Unclustered (Singleton)	716																																																				
AUSMDU00008205	AUSMDU00008205	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768790	NA	SRR10126846	PRJNA565795	F4:A-:B-	120	4																																																				
AUSMDU00008207	AUSMDU00008207	3268	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768792	NA	SRR10126844	PRJNA565795	F46*:A-:B16	Unclustered (Singleton)	20_785																																																				
AUSMDU00008258	AUSMDU00008258	1722	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768678	NA	SRR10126761	PRJNA565795	F1:A2:B33	413	190																																																				
AUSMDU00008259	AUSMDU00008259	963	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768679	NA	SRR10126760	PRJNA565795	F29:A-:B10	659	136																																																				
AUSMDU00008260	AUSMDU00008260	48	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768810	NA	SRR10126796	PRJNA565795	F2:A-:B1	Unclustered (Singleton)	46_970_1117_1220_1279																																																				
AUSMDU00008262	AUSMDU00008262	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768811	NA	SRR10126795	PRJNA565795	F29:A-:B10	312	25																																																				
AUSMDU00008263	AUSMDU00008263	963	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768812	NA	SRR10126794	PRJNA565795	F29:A-:B10	62	136																																																				
AUSMDU00008264	AUSMDU00008264	1727	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768813	NA	SRR10126793	PRJNA565795	F-:A-:B-	Unclustered (Singleton)	91																																																				
AUSMDU00008267	AUSMDU00008267	349	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768815	NA	SRR10126791	PRJNA565795	C4:A-:B1	Unclustered (Singleton)	73_955																																																				
AUSMDU00008268	AUSMDU00008268	69	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768816	NA	SRR10126790	PRJNA565795	F29!/F2!:A-:B10	335	10																																																				
AUSMDU00008271	AUSMDU00008271	393	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768817	NA	SRR10126789	PRJNA565795	F-:A1?:B32	103	40																																																				
AUSMDU00008272	AUSMDU00008272	10	Human	Human	Unknown	2017	MDU	VIC	SAMN12768818	NA	SRR10126788	PRJNA565795	C4:A4:B42	571	5_1020_1036_1160																																																				
AUSMDU00008273	AUSMDU00008273	131	Human	Human	Unknown	2017	MDU	VIC	SAMN12768819	NA	SRR10126787	PRJNA565795	F1:A2:B20	46	4																																																				
AUSMDU00008274	AUSMDU00008274	1955	Human	Human	Unknown	2017	MDU	VIC	SAMN12768820	NA	SRR10126785	PRJNA565795	F-:A-:B-	Unclustered (Singleton)	115_925																																																				
AUSMDU00008277	AUSMDU00008277	410	Human	Human	Unknown	2017	MDU	VIC	SAMN12768821	NA	SRR10126784	PRJNA565795	F48:A1:B49	220	12																																																				
AUSMDU00008283	AUSMDU00008283	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN31262654	NA	SRR21883703	PRJNA857526	F1:A2:B20	12	25																																																				
AUSMDU00008372	AUSMDU00008372	73	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768666	NA	SRR10126774	PRJNA565795	F29:A-:B10	34	8																																																				
AUSMDU00008373	AUSMDU00008373	10	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768786	NA	SRR10126851	PRJNA565795	F98!/F4!:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00008374	AUSMDU00008374	117	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768787	NA	SRR10126850	PRJNA565795	F2:A-:B10	Unclustered (Singleton)	21																																																				
AUSMDU00008379	AUSMDU00008379	38	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768788	NA	SRR10126849	PRJNA565795	F35:A-:B-	593	20_785																																																				
AUSMDU00008380	AUSMDU00008380	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768667	NA	SRR10126773	PRJNA565795	F29:A-:B10	16	25																																																				
AUSMDU00008381	AUSMDU00008381	131	Human	Human	Intestinal	2017	MDU	VIC	SAMN12768668	NA	SRR10126772	PRJNA565795	F1:A2:B20	468	4																																																				
AUSMDU00008403	AUSMDU00008403	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768822	NA	SRR10126783	PRJNA565795	F1:A1:B16	369	4																																																				
AUSMDU00008404	AUSMDU00008404	1193	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768823	NA	SRR10126782	PRJNA565795	F-:A1:B10	39	15																																																				
AUSMDU00008405	AUSMDU00008405	3177	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768824	NA	SRR10126781	PRJNA565795	F1:A1:B1	Unclustered (Singleton)	31_757_1000																																																				
AUSMDU00008406	AUSMDU00008406	131	Human	Human	Extraintestinal	2017	MDU	VIC	SAMN12768825	NA	SRR10126780	PRJNA565795	F4!/F1!:A1:B16	531	4																																																				
