name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
CP029666		CP029666	21092	22555	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	488	488	100.0	100.0	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)		
CP029666		CP029666	22657	23553	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.0	100.0	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase		
CP029666		CP029666	26444	27058	-	cadD	cadmium resistance transporter CadD	plus	STRESS	METAL	CADMIUM	CADMIUM	EXACTX	205	205	100.0	100.0	205	BAB43874.1	cadmium resistance transporter CadD		
CP040457		CP040457	22127	22702	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	96.35	192	AAA98292.1	tellurium resistance membrane protein TerD		
CP040457		CP040457	25452	26030	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	193	193	100.0	98.45	193	AAA86846.1	tellurium resistance-associated protein TerZ		
CP040457		CP040457	32604	33068	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
CP040457		CP040457	191643	192029	-	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	BLASTX	129	134	96.27	100.0	129	WP_001242578.1	bleomycin binding protein		
CP040457		CP040457	193243	194415	+	oqxA2	multidrug efflux RND transporter periplasmic adaptor subunit OqxA2	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEX	391	391	100.0	100.0	391	WP_063865358.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA2		
CP040457		CP040457	194442	197591	+	oqxB2	multidrug efflux RND transporter permease subunit OqxB2	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	ALLELEX	1050	1050	100.0	100.0	1050	WP_032495443.1	multidrug efflux RND transporter permease subunit OqxB2		
CP040457		CP040457	201111	201983	+	blaCTX-M-65	class A extended-spectrum beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	class A extended-spectrum beta-lactamase CTX-M-65		
CP040457		CP040457	208564	209217	+	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1		
CP040457		CP040457	216183	217085	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
CP040457		CP040457	228330	229541	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214122.1	chloramphenicol/florfenicol efflux MFS transporter FloR		
CP040457		CP040457	232050	232862	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
CP040457		CP040457	237712	238734	-	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.0	100.0	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia		
CP040457		CP040457	238966	239739	-	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.0	100.0	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa		
CP040457		CP040457	240701	241252	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5		
CP040457		CP040457	241386	242213	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.0	100.0	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1		
CP040457		CP040457	242354	242983	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3		
CP040457		CP040457	243071	243520	+	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTX	150	150	100.0	100.0	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3		
CP040457		CP040457	243746	244090	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
CP040457		CP040457	244087	244923	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
CP027703		CP027703	589	2310	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
CP027703		CP027703	25823	26263	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.0	100.0	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3		
CP027703		CP027703	26404	26937	-	blaOXA	OXA-1 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	178	276	64.49	100.0	178	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1		
CP027703		CP027703	27364	27915	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5		
CP027703		CP027703	45862	47064	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	401	401	100.0	100.0	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)		
CP027703		CP027703	50056	50712	+	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	219	219	100.0	100.0	219	WP_000412211.1	type A-1 chloramphenicol O-acetyltransferase		
CP027703		CP027703	57567	58037	+	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17		
CP027703		CP027703	58171	58956	+	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.0	100.0	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5		
CP027703		CP027703	59165	59509	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
CP027703		CP027703	59506	60342	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
CP027703		CP027703	65658	66560	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
CP027703		CP027703	67945	68754	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_023408309.1	subclass B1 metallo-beta-lactamase NDM-5		
CP027703		CP027703	68778	69122	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	BLASTX	115	121	95.04	100.0	115	WP_004201167.1	bleomycin binding protein Ble-MBL		
CP027703		CP027703	73072	73908	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	BLASTX	279	279	100.0	99.64	279	WP_000259032.1	sulfonamide-resistant dihydropteroate synthase Sul1		
CP027703		CP027703	74416	75204	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2		
CP027703		CP027703	75615	76109	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.0	100.0	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12		
CP027703		CP027703	168225	170411	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.85	729	AAN45165.2	ferric aerobactin receptor IutA		
CP027703		CP027703	170508	171782	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
CP027703		CP027703	171782	173521	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
MN232214		MN232214	19701	21323	+	mcr-1.1	phosphoethanolamine--lipid A transferase MCR-1.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.0	100.0	541	WP_049589868.1	phosphoethanolamine--lipid A transferase MCR-1.1		
CP017287		CP017287	2772	3203	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.0	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR		
CP017287		CP017287	3275	3622	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.0	100.0	116	AAB59075.1	mercuric transport protein MerT		
CP017287		CP017287	3639	3911	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.0	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP		
CP017287		CP017287	3950	4369	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	BLASTX	140	140	100.0	99.29	140	AAC33908.1	organomercurial transporter MerC		
CP017287		CP017287	9722	10534	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
CP017287		CP017287	11511	12413	+	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
CP017287		CP017287	23791	24663	+	blaCTX-M-65	class A extended-spectrum beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	class A extended-spectrum beta-lactamase CTX-M-65		
CP017287		CP017287	28510	28923	+	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.0	100.0	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3		
CP017287		CP017287	31195	32052	+	blaTEM-215	class A beta-lactamase TEM-215	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_050190632.1	class A beta-lactamase TEM-215		
CP024500		CP024500	16871	17299	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	91.61	143	AAD11743.1	silver-binding protein SilE		
CP024500		CP024500	17553	19025	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.0	100.0	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
CP024500		CP024500	19021	19698	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.0	100.0	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
CP024500		CP024500	19888	21270	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.0	100.0	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
CP024500		CP024500	21302	21652	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.0	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
CP024500		CP024500	21769	23058	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	97.91	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
CP024500		CP024500	23072	26215	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
CP024500		CP024500	26851	29322	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	824	824	99.64	94.18	825	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
CP024500		CP024500	31306	33120	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.0	100.0	605	CAA58525.1	multicopper oxidase PcoA		
CP024500		CP024500	33129	34016	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.0	100.0	296	CAA58526.1	copper-binding protein PcoB		
CP024500		CP024500	34059	34436	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.0	100.0	126	CAA58527.1	copper resistance system metallochaperone PcoC		
CP024500		CP024500	34444	35370	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD		
CP024500		CP024500	35428	36105	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
CP024500		CP024500	36105	37502	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
CP024500		CP024500	37722	38153	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.0	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE		
CP024500		CP024500	47970	49718	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.0	100.0	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA		
CP024500		CP024500	49739	50098	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.0	91.67	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD		
CP024500		CP024500	50151	50498	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.0	100.0	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR		
CP024500		CP024500	62815	63381	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT			EXACTX	189	189	100.0	100.0	189	CDY80020.1	small heat shock protein sHSP20		
CP024500		CP024500	133874	134686	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
CP024500		CP024500	134726	135550	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
CP024500		CP024500	135553	136386	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP024500		CP024500	137113	137970	-	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
CP024500		CP024500	140792	141664	+	blaCTX-M-15	class A extended-spectrum beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_000239590.1	class A extended-spectrum beta-lactamase CTX-M-15		
CP024500		CP024500	145126	145566	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.0	100.0	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3		
CP024500		CP024500	145707	146534	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.0	100.0	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1		
CP024500		CP024500	146668	147219	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5		
CP024500		CP024500	150719	151915	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
CP024500		CP024500	160146	160787	+	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.0	100.0	214	WP_014386481.1	quinolone resistance pentapeptide repeat protein QnrB1		
CP024500		CP024500	164082	164552	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14		
LN794248		LN794248	185723	186187	-	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
LN794248		LN794248	192758	193336	+	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	193	193	100.0	100.0	193	AAA86846.1	tellurium resistance-associated protein TerZ		
LN794248		LN794248	196086	196661	+	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	95.31	192	AAA98292.1	tellurium resistance membrane protein TerD		
LN794248		LN794248	208537	208899	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	121	121	100.0	99.17	121	AAA88370.1	mercury resistance co-regulator MerD		
LN794248		LN794248	209014	209649	-	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	212	212	100.0	100.0	212	AAA88369.1	organomercurial lyase MerB		
LN794248		LN794248	209947	210378	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	144	144	100.0	100.0	144	BAA36431.1	mercury resistance transcriptional regulator MerR		
LN794248		LN794248	217096	217908	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
LN794248		LN794248	217948	218772	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
LN794248		LN794248	218775	219608	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
LN794248		LN794248	220335	221192	-	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
LN794248		LN794248	250568	251764	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_031942321.1	tetracycline efflux MFS transporter Tet(A)		
LN794248		LN794248	258984	259454	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14		
LN794248		LN794248	262578	263129	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5		
LN794248		LN794248	263263	264090	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.0	100.0	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1		
LN794248		LN794248	264231	264671	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.0	100.0	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3		
LN794248		LN794248	265536	266393	+	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe		
