name	resistance	class_includes_CIA_res	resistance_genes_present	genes	Strain_count_of_AMR_gene_classes	Strain_MDR_status	Strain_CIA_status	Strain_count_of_AMR_genes
AusGEM_01262	Sulfonamide	FALSE	1	sul1	6	1	1	7
AusGEM_01262	Trimethoprim	FALSE	1	dfrA17	6	1	1	7
AusGEM_01262	Streptomycin	FALSE	1	aadA5	6	1	1	7
AusGEM_01262	Macrolide	TRUE	1	mph(A)	6	1	1	7
AUSMDU00034365	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	5
AUSMDU00034365	ESBL	TRUE	1	blaCTX-M-15	3	1	1	5
AUSMDU00034365	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	5
AUSMDU00034365	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	3	1	1	5
AUSMDU00034365	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	5
AUSMDU00008538	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	5
AUSMDU00008538	ESBL	TRUE	1	blaCTX-M-15	3	1	1	5
AUSMDU00008538	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	5
AUSMDU00008538	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	3	1	1	5
AUSMDU00008538	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	5
AUSMDU00008543	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	5
AUSMDU00008543	ESBL	TRUE	1	blaCTX-M-15	3	1	1	5
AUSMDU00008543	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	5
AUSMDU00008543	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	3	1	1	5
AUSMDU00008543	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	5
AUSMDU00027696	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
AUSMDU00027696	ESBL	TRUE	1	blaCTX-M-15	7	1	1	10
AUSMDU00027696	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	10
AUSMDU00027696	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	10
AUSMDU00027696	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00027696	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
AUSMDU00027696	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
AUSMDU00027696	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	10
AUSMDU00027696	Macrolide	TRUE	1	mph(A)	7	1	1	10
AUSMDU00027696	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
ERR5355587	ESBL	TRUE	1	blaCTX-M-15	2	0	1	3
ERR5355587	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
ERR5355587	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	3
AUSMDU00034032	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	3
AUSMDU00034032	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00034032	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	3
ERR5355618	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
ERR5355618	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
ERR5355618	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	9
ERR5355618	Tetracycline	FALSE	1	tet(A)	7	1	1	9
ERR5355618	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
ERR5355618	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
ERR5355618	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
ERR5355618	Macrolide	TRUE	1	mph(A)	7	1	1	9
ERR5355618	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	9
SRR7828691	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
SRR7828691	ESBL	TRUE	1	blaCTX-M-15	7	1	1	9
SRR7828691	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
SRR7828691	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	9
SRR7828691	Tetracycline	FALSE	1	tet(A)	7	1	1	9
SRR7828691	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
SRR7828691	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
SRR7828691	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
SRR7828691	Macrolide	TRUE	1	mph(A)	7	1	1	9
AUSMDU00034727	ESBL	TRUE	1	blaCTX-M-15	2	0	1	3
AUSMDU00034727	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00034727	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	3
AUSMDU00037771	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
AUSMDU00037771	ESBL	TRUE	1	blaCTX-M-15	7	1	1	9
AUSMDU00037771	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
AUSMDU00037771	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	9
AUSMDU00037771	Tetracycline	FALSE	1	tet(A)	7	1	1	9
AUSMDU00037771	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
AUSMDU00037771	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
AUSMDU00037771	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
AUSMDU00037771	Macrolide	TRUE	1	mph(A)	7	1	1	9
ERR5355795	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	3
ERR5355795	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
ERR5355795	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	3
ERR5355793	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	8
ERR5355793	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
ERR5355793	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	8
ERR5355793	Tetracycline	FALSE	1	tet(A)	7	1	1	8
ERR5355793	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
ERR5355793	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
ERR5355793	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
ERR5355793	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00008427	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	9
AUSMDU00008427	ESBL	TRUE	1	blaCTX-M-15	7	1	1	9
AUSMDU00008427	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	9
AUSMDU00008427	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	9
AUSMDU00008427	Tetracycline	FALSE	1	tet(A)	7	1	1	9
AUSMDU00008427	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	9
AUSMDU00008427	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
AUSMDU00008427	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	9
AUSMDU00008427	Macrolide	TRUE	1	mph(A)	7	1	1	9
ERR5355896	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	8
ERR5355896	ESBL	TRUE	1	blaCTX-M-14	6	1	1	8
ERR5355896	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	8
ERR5355896	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	6	1	1	8
ERR5355896	Tetracycline	FALSE	1	tet(A)	6	1	1	8
ERR5355896	Sulfonamide	FALSE	1	sul1,sul2	6	1	1	8
ERR5355896	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	6	1	1	8
ERR5355896	Macrolide	TRUE	1	mph(A)	6	1	1	8
ERR5355827	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	3
ERR5355827	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
ERR5355827	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	3
ERR5355630	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	4
ERR5355630	ESBL	TRUE	1	blaCTX-M-14	2	0	1	4
ERR5355630	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	4
ERR5355630	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	4
ERR5355965	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	8
ERR5355965	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
ERR5355965	Quinolone	TRUE	1	gyrA_S83L,parE_I529L,parE_S458A	7	1	1	8
ERR5355965	Tetracycline	FALSE	1	tet(A)	7	1	1	8
ERR5355965	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
ERR5355965	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
ERR5355965	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
ERR5355965	Macrolide	TRUE	1	mph(A)	7	1	1	8
ERR5355898	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	4
ERR5355898	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	4
ERR5355898	Quinolone	TRUE	1	gyrA_D87G,gyrA_S83L,parE_I529L,parE_S458A	3	1	1	4
ERR5355898	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	4
AUSMDU00019503	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	5
AUSMDU00019503	ESBL	TRUE	1	blaCTX-M-14	3	1	1	5
AUSMDU00019503	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	5
AUSMDU00019503	Quinolone	TRUE	1	gyrA_S83L,parE_I529L,parE_S458A	3	1	1	5
AUSMDU00019503	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	5
AUSMDU00056156	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	9
AUSMDU00056156	ESBL	TRUE	1	blaCTX-M-101	6	1	1	9
AUSMDU00056156	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	9
AUSMDU00056156	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parE_I529L,parE_S458A	6	1	1	9
AUSMDU00056156	Tetracycline	FALSE	1	tet(A)	6	1	1	9
AUSMDU00056156	Sulfonamide	FALSE	1	sul1,sul2	6	1	1	9
AUSMDU00056156	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	6	1	1	9
AUSMDU00056156	Macrolide	TRUE	1	mph(A)	6	1	1	9
AUSMDU00056156	Gentamicin	FALSE	1	aac(3)-IId	6	1	1	9
AusGEM_01542	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AusGEM_01542	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_01542	Quinolone	TRUE	1	parE_I529L	7	1	1	8
AusGEM_01542	Tetracycline	FALSE	1	tet(A)*	7	1	1	8
AusGEM_01542	Sulfonamide	FALSE	1	sul1,sul2*	7	1	1	8
AusGEM_01542	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_01542	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AusGEM_01542	Macrolide	TRUE	1	mph(A)	7	1	1	8
AusGEM_01538	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AusGEM_01538	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_01538	Quinolone	TRUE	1	parE_I529L	7	1	1	8
AusGEM_01538	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AusGEM_01538	Sulfonamide	FALSE	1	sul1,sul2*	7	1	1	8
AusGEM_01538	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_01538	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AusGEM_01538	Macrolide	TRUE	1	erm(B)*,mph(A)	7	1	1	8
ERR5355807	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
ERR5355807	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
ERR5355807	Quinolone	TRUE	1	parE_I529L	7	1	1	8
ERR5355807	Tetracycline	FALSE	1	tet(A)	7	1	1	8
ERR5355807	Sulfonamide	FALSE	1	sul1,sul2*	7	1	1	8
ERR5355807	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
ERR5355807	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
ERR5355807	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00008486	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AUSMDU00008486	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AUSMDU00008486	Quinolone	TRUE	1	parE_I529L	7	1	1	8
AUSMDU00008486	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AUSMDU00008486	Sulfonamide	FALSE	1	sul1,sul2*	7	1	1	8
AUSMDU00008486	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AUSMDU00008486	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AUSMDU00008486	Macrolide	TRUE	1	mph(A)	7	1	1	8
AusGEM_01539	ESBL	TRUE	1	blaCTX-M-27	7	1	1	8
AusGEM_01539	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_01539	Quinolone	TRUE	1	parE_I529L	7	1	1	8
AusGEM_01539	Tetracycline	FALSE	1	tet(A)	7	1	1	8
AusGEM_01539	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
AusGEM_01539	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_01539	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
AusGEM_01539	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00047571	ESBL	TRUE	1	blaCTX-M-3	3	1	1	4
AUSMDU00047571	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	4
AUSMDU00047571	Quinolone	TRUE	1	parE_I529L	3	1	1	4
AUSMDU00047571	Tetracycline	FALSE	1	tet(B)	3	1	1	4
AusGEM_01994	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
AusGEM_01994	Quinolone	TRUE	1	parE_I529L	7	1	1	8
AusGEM_01994	Tetracycline	FALSE	1	tet(B)	7	1	1	8
AusGEM_01994	Sulfonamide	FALSE	1	sul1	7	1	1	8
AusGEM_01994	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
AusGEM_01994	Streptomycin	FALSE	1	aadA5	7	1	1	8
AusGEM_01994	Macrolide	TRUE	1	mph(A)	7	1	1	8
AusGEM_01994	Chloramphenicol	FALSE	1	catA1	7	1	1	8
TEA_33_1_TC19	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	8
TEA_33_1_TC19	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
TEA_33_1_TC19	Quinolone	TRUE	1	parE_I529L	7	1	1	8
TEA_33_1_TC19	Tetracycline	FALSE	1	tet(A)	7	1	1	8
TEA_33_1_TC19	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
TEA_33_1_TC19	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
TEA_33_1_TC19	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
TEA_33_1_TC19	Macrolide	TRUE	1	mph(A)	7	1	1	8
TEA_32_2_R12	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	8
TEA_32_2_R12	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
TEA_32_2_R12	Quinolone	TRUE	1	parE_I529L	7	1	1	8
TEA_32_2_R12	Tetracycline	FALSE	1	tet(A)	7	1	1	8
TEA_32_2_R12	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
TEA_32_2_R12	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
TEA_32_2_R12	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
TEA_32_2_R12	Macrolide	TRUE	1	mph(A)	7	1	1	8
TEA_33_1_Ti5	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	8
TEA_33_1_Ti5	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
TEA_33_1_Ti5	Quinolone	TRUE	1	parE_I529L	7	1	1	8
TEA_33_1_Ti5	Tetracycline	FALSE	1	tet(A)	7	1	1	8
TEA_33_1_Ti5	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	8
TEA_33_1_Ti5	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
TEA_33_1_Ti5	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	8
TEA_33_1_Ti5	Macrolide	TRUE	1	mph(A)	7	1	1	8
AUSMDU00034356	ESBL	TRUE	1	blaCTX-M-27	2	0	1	3
AUSMDU00034356	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AUSMDU00034356	Quinolone	TRUE	1	parE_I529L	2	0	1	3
AusGEM_00830	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	3
AusGEM_00830	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
AusGEM_00830	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	2	0	1	3
SRR933543	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	5
SRR933543	ESBL	TRUE	1	blaCTX-M-14	3	1	1	5
SRR933543	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	5
SRR933543	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	3	1	1	5
SRR933543	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	5
ERR5355885	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
ERR5355885	ESBL	TRUE	1	blaCTX-M-14	7	1	1	10
ERR5355885	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	10
ERR5355885	Quinolone	TRUE	1	parE_I529L	7	1	1	10
ERR5355885	Tetracycline	FALSE	1	tet(A)	7	1	1	10
ERR5355885	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
ERR5355885	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
ERR5355885	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	10
ERR5355885	Macrolide	TRUE	1	mph(A)	7	1	1	10
ERR5355885	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
ERR5355679	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
ERR5355679	ESBL	TRUE	1	blaCTX-M-14	7	1	1	10
ERR5355679	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	10
ERR5355679	Quinolone	TRUE	1	parE_I529L	7	1	1	10
ERR5355679	Tetracycline	FALSE	1	tet(A)	7	1	1	10
ERR5355679	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
ERR5355679	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
ERR5355679	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	10
ERR5355679	Macrolide	TRUE	1	mph(A)	7	1	1	10
ERR5355679	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
AUSMDU00008580	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
AUSMDU00008580	ESBL	TRUE	1	blaCTX-M-14	7	1	1	10
AUSMDU00008580	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	10
AUSMDU00008580	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	7	1	1	10
AUSMDU00008580	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00008580	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
AUSMDU00008580	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
AUSMDU00008580	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	10
AUSMDU00008580	Macrolide	TRUE	1	mph(A)	7	1	1	10
AUSMDU00008580	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
ERR5355887	ESBL	TRUE	1	blaCTX-M-15	2	0	1	3
ERR5355887	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	3
ERR5355887	Quinolone	TRUE	1	parE_I529L	2	0	1	3
TEA_9_5_R1	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	4	1	1	5
TEA_9_5_R1	Efflux	FALSE	1	acrF*,emrD*,mdtM*	4	1	1	5
TEA_9_5_R1	Quinolone	TRUE	1	parE_I529L	4	1	1	5
TEA_9_5_R1	Tetracycline	FALSE	1	tet(B)	4	1	1	5
TEA_9_5_R1	Kanamycin	FALSE	1	aph(3')-Ia	4	1	1	5
TEA_10_1_R6	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	4	1	1	5
TEA_10_1_R6	Efflux	FALSE	1	acrF*,emrD*,mdtM*	4	1	1	5
TEA_10_1_R6	Quinolone	TRUE	1	parE_I529L	4	1	1	5
TEA_10_1_R6	Tetracycline	FALSE	1	tet(B)	4	1	1	5
TEA_10_1_R6	Kanamycin	FALSE	1	aph(3')-Ia	4	1	1	5
SRR11094213	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	4
SRR11094213	ESBL	TRUE	1	blaCTX-M-14	2	0	1	4
SRR11094213	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	4
SRR11094213	Quinolone	TRUE	1	parE_I529L	2	0	1	4
SRR7724771	ESBL	TRUE	1	blaCTX-M-15	2	0	1	3
SRR7724771	Efflux	FALSE	1	acrF*,emrD*	2	0	1	3
SRR7724771	Quinolone	TRUE	1	gyrA_S83L,parE_I529L,qnrS1	2	0	1	3
AUSMDU00010682	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	9
AUSMDU00010682	ESBL	TRUE	1	blaCTX-M-15	6	1	1	9
AUSMDU00010682	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	9
AUSMDU00010682	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	6	1	1	9
AUSMDU00010682	Sulfonamide	FALSE	1	sul1	6	1	1	9
AUSMDU00010682	Trimethoprim	FALSE	1	dfrA17	6	1	1	9
AUSMDU00010682	Streptomycin	FALSE	1	aadA5	6	1	1	9
AUSMDU00010682	Macrolide	TRUE	1	erm(B)*,mph(A)	6	1	1	9
AUSMDU00010682	Aminoglycosides_(Ribosomal_methyltransferase)	FALSE	1	rmtB1	6	1	1	9
SRR11094204	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	8
SRR11094204	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	8
SRR11094204	Quinolone	TRUE	1	parE_I529L	7	1	1	8
SRR11094204	Tetracycline	FALSE	1	tet(B)	7	1	1	8
SRR11094204	Sulfonamide	FALSE	1	sul2	7	1	1	8
SRR11094204	Trimethoprim	FALSE	1	dfrA17	7	1	1	8
SRR11094204	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	7	1	1	8
SRR11094204	Chloramphenicol	FALSE	1	catA1	7	1	1	8
AusGEM_01959	Efflux	FALSE	1	acrF*,emrD*,mdtM*	5	1	1	6
AusGEM_01959	Quinolone	TRUE	1	parE_I529L	5	1	1	6
AusGEM_01959	Sulfonamide	FALSE	1	sul2	5	1	1	6
AusGEM_01959	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	1	6
AusGEM_01959	Macrolide	TRUE	1	mph(A)	5	1	1	6
AusGEM_01959	Chloramphenicol	FALSE	1	catA1	5	1	1	6
ERR5355713	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	1	6
ERR5355713	Efflux	FALSE	1	acrF*,emrD*,mdtM*	5	1	1	6
ERR5355713	Quinolone	TRUE	1	parE_I529L	5	1	1	6
ERR5355713	Tetracycline	FALSE	1	tet(B)	5	1	1	6
ERR5355713	Trimethoprim	FALSE	1	dfrA14	5	1	1	6
ERR5355713	Macrolide	TRUE	1	mph(A)	5	1	1	6
AUSMDU00034367	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	1	5
AUSMDU00034367	ESBL	TRUE	1	blaCTX-M-55	3	1	1	5
AUSMDU00034367	Efflux	FALSE	1	acrF*,emrD*,mdtM*	3	1	1	5
AUSMDU00034367	Quinolone	TRUE	1	gyrA_S83L,parE_I529L	3	1	1	5
AUSMDU00034367	Gentamicin	FALSE	1	aac(3)-IId	3	1	1	5
AUSMDU00045888	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	12
AUSMDU00045888	ESBL	TRUE	1	blaCTX-M-15	7	1	1	12
AUSMDU00045888	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	12
AUSMDU00045888	Other_antimicrobial	FALSE	1	ble	7	1	1	12
AUSMDU00045888	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L,qnrS1	7	1	1	12
AUSMDU00045888	Tetracycline	FALSE	1	tet(A)	7	1	1	12
AUSMDU00045888	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	12
AUSMDU00045888	Trimethoprim	FALSE	1	dfrA14,dfrA17	7	1	1	12
AUSMDU00045888	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	12
AUSMDU00045888	Macrolide	TRUE	1	mph(A)	7	1	1	12
AUSMDU00045888	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	12
AUSMDU00045888	Carbapenemase_(MBL)	TRUE	1	blaNDM-1	7	1	1	12
AUSMDU00010798	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
AUSMDU00010798	ESBL	TRUE	1	blaCTX-M-14	7	1	1	10
AUSMDU00010798	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	10
AUSMDU00010798	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_E84V,parC_S80I,parE_I529L	7	1	1	10
AUSMDU00010798	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00010798	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
AUSMDU00010798	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
AUSMDU00010798	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	7	1	1	10
AUSMDU00010798	Macrolide	TRUE	1	mph(A)	7	1	1	10
